LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,RPM,Speed,Boost,KnockSum,Load,MAT,TPS,IPW,TimingAdv,WideBandAF,IAT,STFT,LTFT_Idle,LTFT_Cruise,LTFT_High,ActiveWGDC,Octane,Trans_Temp,OddClutchTemp,EvenClutchTemp,OddClutchPressure,EvenClutchPressure,OddClutchSlipSpeed,EvenClutchSlipSpeed,OddInputShaftSpeed,EvenInputShaftSpeed,MAF_Voltage,Airflow,STFT#2,LTFT_High#2,LTFT,LTFT_Mid#2,Cooltemp,Target_AFR,Knock_change,Custom
344,2026-09-02,14:29:57.53730,74.79079,,1062.5,14,,0,29.6875,773,65.8823529411765,0,9,12.8,-40,,0,4.6875,0,,,,,,,,,,,,2.07018,62.5,-2.734375,0,0,4.6875,-12,14.7,4,
345,2026-09-02,14:29:57.77184,75.0227,,1187.5,16,,0,30.625,773,68.6274509803922,0,8,13.2,-40,,0,4.6875,0,,,,,,,,,,,,2.12877,68.75,-3.125,0,0,4.6875,-12,14.7,6,
346,2026-09-02,14:29:58.02232,75.2784,,1250,16,,0,30,773,68.6274509803922,0,10,14,-40,,0,4.6875,0,,,,,,,,,,,,2.12877,75,-1.7578125,0,0,4.6875,-12,14.7,4,
347,2026-09-02,14:29:58.28847,75.53449,,1312.5,16,,0,29.0625,774,67.843137254902,0,12,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.12877,75,-2.34375,0,0,4.6875,-12,14.7,6,
348,2026-09-02,14:29:58.55462,75.80241,,1375,20,,0,27.8125,773,65.0980392156863,0,15,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.1483,75,-2.734375,0,0,4.6875,-12,14.7,2,
349,2026-09-02,14:29:58.80456,76.05219,,1437.5,20,,0,26.875,773,63.1372549019608,0,17,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.1483,75,-3.125,0,0,4.6875,-12,14.7,9,
350,2026-09-02,14:29:59.10246,76.34833,,1531.25,22,,0,26.5625,774,60.7843137254902,0,18,15.2,-40,,0,4.6875,0,,,,,,,,,,,,2.18736,81.25,-2.34375,0,0,4.6875,-12,14.7,7,
351,2026-09-02,14:29:59.30588,76.55788,,1593.75,22,,0,25.9375,773,59.2156862745098,0,21,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.18736,81.25,-1.7578125,0,0,4.6875,-12,14.7,3,
352,2026-09-02,14:29:59.50899,76.7673,,1656.25,22,,0,24.6875,773,56.8627450980392,0,23,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.16783,81.25,-1.171875,0,0,4.6875,-12,14.7,2,
353,2026-09-02,14:29:59.80709,77.05688,,1718.75,26,,2,23.4375,773,54.9019607843137,0,26,14.2,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,-1.171875,0,0,4.6875,-12,14.7,11,
354,2026-09-02,14:30:00.01021,77.25634,,1812.5,26,,0,22.5,773,54.9019607843137,0,29,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,-1.7578125,0,0,4.6875,-12,14.7,10,
355,2026-09-02,14:30:00.22884,77.4859,,1875,26,,0,21.875,773,54.1176470588235,0,32,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,-2.34375,0,0,4.6875,-12,14.7,5,
356,2026-09-02,14:30:00.48433,77.74097,,1937.5,28,,0,21.25,773,52.5490196078431,0,33,15,-40,,0,4.6875,0,,,,,,,,,,,,2.16783,81.25,-1.7578125,0,0,4.6875,-12,14.7,1,
357,2026-09-02,14:30:00.73523,77.98063,,2000,28,,0,20.9375,773,50.9803921568627,0,34,14.9,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,-0.9765625,0,0,4.6875,-12,14.7,3,
358,2026-09-02,14:30:00.93851,78.19518,,2031.25,28,,0,20.625,774,49.8039215686275,0,35,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,-0.5859375,0,0,4.6875,-12,14.7,20,
359,2026-09-02,14:30:01.22067,78.47478,,2093.75,30,,0,20.3125,774,47.843137254902,0,37,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.26548,81.25,-1.3671875,0,0,4.6875,-12,14.7,27,
360,2026-09-02,14:30:01.45451,78.70946,,2156.25,30,,0,19.6875,773,45.8823529411765,0,37,15,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,87.5,-1.171875,0,0,4.6875,-12,14.7,12,
361,2026-09-02,14:30:01.67470,78.92406,,2187.5,30,,0,20,773,44.7058823529412,0,38,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,87.5,-0.1953125,0,0,4.6875,-12,14.7,18,
362,2026-09-02,14:30:01.90856,79.15573,,2250,34,,0,19.375,773,43.5294117647059,0,38,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.24595,87.5,-0.78125,0,0,4.6875,-12,14.7,2,
363,2026-09-02,14:30:02.12872,79.38353,,2312.5,34,,0,18.75,773,42.7450980392157,0,40,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,-1.5625,0,0,4.6875,-12,14.7,18,
364,2026-09-02,14:30:02.34791,79.59765,,2343.75,34,,0,18.4375,773,41.5686274509804,0,40,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,81.25,-1.953125,0,0,4.6875,-12,14.7,32,
365,2026-09-02,14:30:02.55143,79.80262,,2406.25,36,,0,18.125,773,40.7843137254902,0,41,14.9,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,-0.9765625,0,0,4.6875,-12,14.7,12,
366,2026-09-02,14:30:02.73867,79.99233,,2437.5,36,,0,17.8125,773,40.7843137254902,0,41,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,-0.78125,0,0,4.6875,-12,14.7,16,
367,2026-09-02,14:30:02.95832,80.2021,,2468.75,36,,0,17.5,773,40.7843137254902,0,41,14.2,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,81.25,0.1953125,0,0,4.6875,-12,14.7,9,
368,2026-09-02,14:30:03.16196,80.41627,,2500,36,,0,17.1875,774,40.7843137254902,0,41,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,81.25,-0.390625,0,0,4.6875,-12,14.7,8,
369,2026-09-02,14:30:03.44274,80.69125,,2531.25,38,,0,17.1875,773,41.1764705882353,0,42,14.9,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,87.5,-0.390625,0,0,4.6875,-12,14.7,2,
370,2026-09-02,14:30:03.64721,80.89596,,2593.75,38,,0,17.5,773,41.5686274509804,0,42,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,87.5,0.5859375,0,0,4.6875,-12,14.7,12,
371,2026-09-02,14:30:03.85088,81.10579,,2625,38,,0,16.5625,774,40.7843137254902,0,42,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.24595,87.5,0.78125,0,0,4.6875,-12,14.7,11,
372,2026-09-02,14:30:04.07060,81.31817,,2656.25,40,,0,16.5625,774,40.3921568627451,0,42,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,87.5,0,0,0,4.6875,-12,14.7,7,
373,2026-09-02,14:30:04.30503,81.55984,,2656.25,40,,0,16.5625,773,40.3921568627451,0,42,15,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,87.5,-0.9765625,0,0,4.6875,-12,14.7,3,
374,2026-09-02,14:30:04.52399,81.77949,,2718.75,40,,0,15.9375,773,40.3921568627451,0,43,16.2,-40,,0,4.6875,0,,,,,,,,,,,,2.18736,87.5,0.1953125,0,0,4.6875,-12,14.7,17,
375,2026-09-02,14:30:04.74247,81.99862,,2718.75,40,,0,14.0625,773,37.2549019607843,0,45,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.07018,68.75,1.171875,0,0,4.6875,-12,14.7,8,
376,2026-09-02,14:30:05.00857,82.25618,,2750,40,,0,12.5,773,33.7254901960784,0,45,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.03112,62.5,0.78125,0,0,4.6875,-12,14.7,35,
377,2026-09-02,14:30:05.22775,82.4745,,2781.25,40,,0,11.875,773,32.9411764705882,0,45,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.10924,68.75,0,0,0,4.6875,-12,14.7,15,
378,2026-09-02,14:30:05.43140,82.68256,,2812.5,42,,0,12.8125,774,34.5098039215686,0,44,15.4,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,75,0,0,0,4.6875,-12,14.7,18,
379,2026-09-02,14:30:05.61935,82.8671,,2812.5,42,,0,15,773,37.6470588235294,0,43,15.7,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,0.9765625,0,0,4.6875,-12,14.7,1,
380,2026-09-02,14:30:05.79122,83.042,,2812.5,42,,0,15,773,38.0392156862745,0,43,15.1,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,1.7578125,0,0,4.6875,-12,14.7,4,
381,2026-09-02,14:30:05.96355,83.21159,,2875,42,,0,15,773,38.4313725490196,0,43,15.2,-40,,0,4.6875,0,,,,,,,,,,,,2.18736,81.25,2.734375,0,0,4.6875,-12,14.7,19,
382,2026-09-02,14:30:06.13639,83.38676,,2875,42,,0,15,774,38.8235294117647,0,42,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.18736,81.25,3.515625,0,0,4.6875,-12,14.7,11,
383,2026-09-02,14:30:06.30824,83.56162,,2906.25,42,,0,15,773,38.8235294117647,0,42,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,81.25,4.1015625,0,0,4.6875,-12,14.7,0,
384,2026-09-02,14:30:06.46448,83.72124,,2937.5,42,,0,15,773,38.4313725490196,0,42,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,87.5,3.3203125,0,0,4.6875,-12,14.7,4,
385,2026-09-02,14:30:06.63731,83.89103,,2968.75,42,,0,15.3125,773,39.2156862745098,0,41,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.28501,87.5,2.734375,0,0,4.6875,-12,14.7,0,
386,2026-09-02,14:30:06.80937,84.0653,,2968.75,44,,0,15.625,773,40,0,41,15.1,-40,,0,4.6875,0,,,,,,,,,,,,2.24595,87.5,2.9296875,0,0,4.6875,-12,14.7,17,
387,2026-09-02,14:30:06.98169,84.23062,,3000,44,,0,15.3125,773,39.2156862745098,0,41,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,87.5,3.7109375,0,0,4.6875,-12,14.7,4,
388,2026-09-02,14:30:07.15305,84.40518,,3031.25,44,,0,14.6875,773,38.4313725490196,0,41,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.18736,87.5,4.4921875,0,0,4.6875,-12,14.7,2,
389,2026-09-02,14:30:07.31016,84.56005,,3031.25,44,,0,14.0625,773,37.6470588235294,0,42,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,4.1015625,0,0,4.6875,-12,14.7,6,
390,2026-09-02,14:30:07.49762,84.74472,,3062.5,46,,0,14.0625,773,36.8627450980392,0,42,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,81.25,3.515625,0,0,4.6875,-12,14.7,3,
391,2026-09-02,14:30:07.68550,84.9394,,3093.75,46,,0,13.75,773,36.4705882352941,0,42,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,81.25,2.734375,0,0,4.6875,-12,14.7,11,
392,2026-09-02,14:30:07.87363,85.11911,,3093.75,46,,0,13.75,773,36.078431372549,0,42,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,81.25,2.1484375,0,0,4.6875,-12,14.7,1,
393,2026-09-02,14:30:08.03005,85.28381,,3093.75,46,,0,13.125,773,34.9019607843137,0,42,15.1,-40,,0,4.6875,0,,,,,,,,,,,,2.16783,81.25,0.9765625,0,0,4.6875,-12,14.7,7,
394,2026-09-02,14:30:08.21782,85.46863,,3125,46,,0,12.8125,773,34.5098039215686,0,42,15.2,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,75,1.7578125,0,0,4.6875,-12,14.7,3,
395,2026-09-02,14:30:08.40570,85.65295,,3125,46,,0,13.75,774,35.2941176470588,0,41,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.30454,87.5,2.734375,0,0,4.6875,-12,14.7,8,
396,2026-09-02,14:30:08.57793,85.82795,,3156.25,46,,0,16.25,774,39.2156862745098,0,40,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,106.25,3.7109375,0,0,4.6875,-11,14.7,10,
397,2026-09-02,14:30:08.78065,86.03252,,3187.5,46,,0,18.4375,774,43.1372549019608,0,39,14.2,-40,,0,4.6875,0,,,,,,,,,,,,2.38266,112.5,3.515625,0,0,4.6875,-11,14.7,10,
398,2026-09-02,14:30:08.98422,86.2344,,3218.75,48,,0,18.4375,773,43.1372549019608,0,38,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,112.5,2.734375,0,0,4.6875,-11,14.7,4,
399,2026-09-02,14:30:09.23477,86.48699,,3250,48,,0,18.4375,773,43.921568627451,0,38,15,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,112.5,1.7578125,0,0,4.6875,-11,14.7,17,
400,2026-09-02,14:30:09.43830,86.68679,,3281.25,48,,0,18.125,773,43.5294117647059,0,38,15,-40,,0,4.6875,0,,,,,,,,,,,,2.40219,112.5,2.5390625,0,0,4.6875,-11,14.7,4,
401,2026-09-02,14:30:09.64243,86.8886,,3281.25,48,,0,18.125,773,43.1372549019608,0,38,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,118.75,3.7109375,0,0,4.6875,-11,14.7,16,
402,2026-09-02,14:30:09.87730,87.13116,,3312.5,48,,0,18.125,773,43.1372549019608,0,38,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,118.75,2.734375,0,0,4.6875,-11,14.7,7,
403,2026-09-02,14:30:10.09597,87.34032,,3343.75,48,,0,18.125,773,43.1372549019608,0,38,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.46078,118.75,1.7578125,0,0,4.6875,-11,14.7,1,
404,2026-09-02,14:30:10.31506,87.55982,,3375,50,,0,18.125,773,43.1372549019608,0,38,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,118.75,1.3671875,0,0,4.6875,-11,14.7,35,
405,2026-09-02,14:30:10.50253,87.7545,,3375,50,,0,17.8125,774,43.1372549019608,0,38,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.42172,118.75,2.5390625,0,0,4.6875,-11,14.7,15,
406,2026-09-02,14:30:10.72176,87.97962,,3406.25,50,,0,17.8125,773,43.1372549019608,0,39,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,118.75,3.515625,0,0,4.6875,-11,14.7,19,
407,2026-09-02,14:30:10.97223,88.22428,,3406.25,50,,0,16.25,774,39.6078431372549,0,40,14.3,-40,,0,4.6875,0,,,,,,,,,,,,1.85535,81.25,2.34375,0,0,4.6875,-11,14.7,7,
408,2026-09-02,14:30:11.19157,88.44854,,3343.75,52,,0,5.625,773,19.2156862745098,0,10,14.4,-40,,0,4.6875,0,,,,,,,,,,,,1.64052,31.25,0,0,0,4.6875,-11,14.7,11,
409,2026-09-02,14:30:11.45807,88.7083,,3031.25,52,,0,4.6875,773,16.8627450980392,0,5,14,-40,,0,4.6875,0,,,,,,,,,,,,1.60146,25,0,0,0,4.6875,-11,14.7,12,
410,2026-09-02,14:30:11.66084,88.91322,,2593.75,52,,0,5,774,16.078431372549,0,-3,17.3,-40,,0,4.6875,0,,,,,,,,,,,,1.71864,25,0,0,0,4.6875,-11,14.7,3,
411,2026-09-02,14:30:11.92783,89.17555,,2250,50,,0,29.375,774,51.3725490196078,0,19,17.3,-40,,0,4.6875,0,,,,,,,,,,,,2.75373,162.5,0.9765625,0,0,4.6875,-11,14.7,9,
412,2026-09-02,14:30:12.14734,89.39429,,2281.25,50,,0,33.125,773,69.8039215686274,0,21,13.4,-40,,0,4.6875,0,,,,,,,,,,,,2.61702,150,0.5859375,0,0,4.6875,-10,14.7,6,
413,2026-09-02,14:30:12.36652,89.61472,,2343.75,50,,0,32.5,774,69.8039215686274,0,22,15.6,-40,,0,4.6875,0,,,,,,,,,,,,2.65608,150,0.1953125,0,0,4.6875,-10,14.7,5,
414,2026-09-02,14:30:12.61651,89.87179,,2406.25,52,,0,32.1875,774,69.0196078431373,0,22,15.5,-40,,0,4.6875,0,,,,,,,,,,,,2.57796,150,1.5625,0,0,4.6875,-10,14.7,1,
415,2026-09-02,14:30:12.86716,90.11585,,2437.5,52,,0,32.1875,774,69.0196078431373,0,23,15.2,-40,,0,4.6875,0,,,,,,,,,,,,2.61702,150,2.734375,0,0,4.6875,-10,14.7,14,
416,2026-09-02,14:30:13.11709,90.3654,,2437.5,52,,1,31.25,773,68.2352941176471,0,24,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.51937,150,3.90625,0,0,4.6875,-10,14.7,3,
417,2026-09-02,14:30:13.36747,90.61825,,2468.75,52,,2,28.75,774,63.921568627451,0,28,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.55843,137.5,4.6875,0,0,4.6875,-10,14.7,8,
418,2026-09-02,14:30:13.58690,90.83351,,2500,52,,2,27.8125,774,63.1372549019608,0,29,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.59749,137.5,4.1015625,0,0,4.6875,-10,14.7,12,
419,2026-09-02,14:30:13.85304,91.10968,,2531.25,54,,2,27.8125,773,62.7450980392157,0,29,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.63655,137.5,3.3203125,0,0,4.6875,-10,14.7,22,
420,2026-09-02,14:30:14.07221,91.32438,,2562.5,54,,2,27.8125,773,62.7450980392157,0,29,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.5389,137.5,2.734375,0,0,4.6875,-10,14.7,12,
421,2026-09-02,14:30:14.27535,91.52905,,2562.5,54,,2,25.9375,774,59.6078431372549,0,30,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.46078,125,3.515625,0,0,4.6875,-10,14.7,38,
422,2026-09-02,14:30:14.52578,91.77596,,2593.75,54,,2,24.375,773,56.078431372549,0,32,14,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,118.75,4.1015625,0,0,4.6875,-10,14.7,21,
423,2026-09-02,14:30:14.79234,92.04783,,2593.75,56,,2,23.75,773,55.2941176470588,0,34,14.2,-40,,0,4.6875,0,,,,,,,,,,,,2.48031,118.75,3.3203125,0,0,4.6875,-10,14.7,16,
424,2026-09-02,14:30:15.05858,92.3128,,2625,56,,1,23.75,774,54.9019607843137,0,34,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.48031,118.75,2.5390625,0,0,4.6875,-10,14.7,34,
425,2026-09-02,14:30:15.29330,92.53703,,2625,56,,1,23.4375,772,54.5098039215686,0,34,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,118.75,1.7578125,0,0,4.6875,-10,14.7,13,
426,2026-09-02,14:30:15.52821,92.7815,,2625,56,,0,22.5,773,51.3725490196078,0,38,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.38266,118.75,1.171875,0,0,4.6875,-10,14.7,31,
427,2026-09-02,14:30:15.76294,93.01168,,2656.25,56,,0,22.1875,773,49.8039215686275,0,38,14.2,-40,,0,4.6875,0,,,,,,,,,,,,2.42172,112.5,0.390625,0,0,4.6875,-10,14.7,38,
428,2026-09-02,14:30:15.95093,93.20657,,2656.25,56,,0,22.1875,773,49.8039215686275,0,38,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.38266,112.5,-0.390625,0,0,4.6875,-10,14.7,3,
429,2026-09-02,14:30:16.16932,93.42119,,2656.25,56,,0,21.875,773,49.4117647058824,0,38,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.38266,112.5,-1.171875,0,0,4.6875,-10,14.7,40,
430,2026-09-02,14:30:16.35795,93.61527,,2687.5,56,,0,21.875,773,49.4117647058824,0,38,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.40219,112.5,-1.7578125,0,0,4.6875,-10,14.7,5,
431,2026-09-02,14:30:16.62418,93.88021,,2687.5,56,,0,21.25,773,48.6274509803922,0,39,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.30454,106.25,-2.34375,0,0,4.6875,-10,14.7,4,
432,2026-09-02,14:30:16.82750,94.07489,,2687.5,56,,0,20.3125,773,46.6666666666667,0,40,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.38266,106.25,-1.3671875,0,0,4.6875,-10,14.7,3,
433,2026-09-02,14:30:17.06184,94.31443,,2656.25,56,,0,20.625,773,46.6666666666667,0,39,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.38266,106.25,-1.3671875,0,0,4.6875,-10,14.7,18,
434,2026-09-02,14:30:17.26550,94.5092,,2656.25,56,,0,21.5625,773,49.4117647058824,0,38,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,112.5,-2.1484375,0,0,4.6875,-10,14.7,21,
435,2026-09-02,14:30:17.53159,94.78881,,2687.5,58,,0,25.9375,773,58.4313725490196,0,32,16.1,-40,,0,4.6875,0,,,,,,,,,,,,2.55843,137.5,-1.7578125,0,0,4.6875,-10,14.7,1,
436,2026-09-02,14:30:17.73524,94.98846,,2687.5,58,,0,25,773,57.6470588235294,0,33,15.8,-40,,0,4.6875,0,,,,,,,,,,,,2.51937,131.25,-0.5859375,0,0,4.6875,-10,14.7,26,
437,2026-09-02,14:30:17.97020,95.22028,,2718.75,58,,0,24.0625,774,56.078431372549,0,34,15.5,-40,,0,4.6875,0,,,,,,,,,,,,2.46078,118.75,0.5859375,0,0,4.6875,-11,14.7,14,
438,2026-09-02,14:30:18.18952,95.44724,,2718.75,58,,0,22.5,773,53.3333333333333,0,38,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.46078,118.75,1.953125,0,0,4.6875,-10,14.7,17,
439,2026-09-02,14:30:18.39308,95.64716,,2750,58,,0,22.5,774,53.3333333333333,0,38,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.48031,118.75,2.1484375,0,0,4.6875,-10,14.7,33,
440,2026-09-02,14:30:18.64325,95.88697,,2750,58,,0,21.875,774,52.156862745098,0,38,15.1,-40,,0,4.6875,0,,,,,,,,,,,,2.36313,112.5,1.171875,0,0,4.6875,-11,14.7,21,
441,2026-09-02,14:30:18.84665,96.09654,,2750,58,,0,20.625,773,48.2352941176471,0,39,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.36313,106.25,0.5859375,0,0,4.6875,-11,14.7,5,
442,2026-09-02,14:30:19.06514,96.31432,,2750,58,,0,20.3125,773,47.4509803921569,0,40,14.3,-40,,0,4.6875,0,,,,,,,,,,,,2.32407,106.25,-0.390625,0,0,4.6875,-10,14.7,7,
443,2026-09-02,14:30:19.30014,96.55072,,2750,58,,0,19.6875,773,46.6666666666667,0,40,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.32407,106.25,-1.171875,0,0,4.6875,-11,14.7,7,
444,2026-09-02,14:30:19.48791,96.74591,,2750,58,,0,19.6875,773,46.6666666666667,0,40,15,-40,,0,4.6875,0,,,,,,,,,,,,2.3436,106.25,-1.953125,0,0,4.6875,-11,14.7,10,
445,2026-09-02,14:30:19.70706,96.96495,,2718.75,58,,0,19.375,773,46.2745098039216,0,40,15,-40,,0,4.6875,0,,,,,,,,,,,,2.26548,100,-1.3671875,0,0,4.6875,-11,14.7,14,
446,2026-09-02,14:30:19.95762,97.20493,,2718.75,58,,0,17.8125,774,44.3137254901961,0,42,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.26548,93.75,-0.1953125,0,0,4.6875,-11,14.7,18,
447,2026-09-02,14:30:20.16132,97.41965,,2750,58,,0,17.8125,773,43.921568627451,0,42,14.2,-40,,0,4.6875,0,,,,,,,,,,,,2.26548,93.75,-2.1484375,0,0,4.6875,-11,14.7,2,
448,2026-09-02,14:30:20.39569,97.63934,,2718.75,58,,0,16.875,773,42.7450980392157,0,42,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.24595,87.5,-2.9296875,0,0,4.6875,-11,14.7,7,
449,2026-09-02,14:30:20.60025,97.84675,,2718.75,58,,0,16.5625,773,42.3529411764706,0,43,15,-40,,0,4.6875,0,,,,,,,,,,,,2.24595,87.5,-2.734375,0,0,4.6875,-11,14.7,4,
450,2026-09-02,14:30:20.85008,98.09613,,2718.75,58,,0,16.5625,774,42.3529411764706,0,43,14.7,-40,,0,4.6875,0,,,,,,,,,,,,2.20689,87.5,-1.5625,0,0,4.6875,-11,14.7,16,
451,2026-09-02,14:30:21.06927,98.31655,,2718.75,58,,0,16.5625,773,43.1372549019608,0,43,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,87.5,-1.171875,0,0,4.6875,-11,14.7,21,
452,2026-09-02,14:30:21.28788,98.53748,,2718.75,58,,0,16.875,773,43.1372549019608,0,43,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.24595,87.5,-1.953125,0,0,4.6875,-11,14.7,5,
453,2026-09-02,14:30:21.47605,98.73202,,2718.75,58,,0,16.5625,773,42.3529411764706,0,43,15,-40,,0,4.6875,0,,,,,,,,,,,,2.26548,87.5,-1.953125,0,0,4.6875,-11,14.7,30,
454,2026-09-02,14:30:21.67956,98.93178,,2750,58,,0,17.5,773,44.3137254901961,0,43,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.24595,93.75,-0.78125,0,0,4.6875,-11,14.7,16,
455,2026-09-02,14:30:21.89883,99.14734,,2750,58,,0,17.5,773,44.3137254901961,0,43,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.26548,93.75,0.1953125,0,0,4.6875,-11,14.7,6,
456,2026-09-02,14:30:22.13308,99.37955,,2750,58,,0,19.6875,774,47.0588235294118,0,40,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.61702,118.75,-0.390625,0,0,4.6875,-11,14.7,33,
457,2026-09-02,14:30:22.39993,99.65105,,2781.25,60,,5,27.5,773,61.9607843137255,0,30,15.7,-40,,0,4.6875,0,,,,,,,,,,,,2.63655,150,-0.1953125,0,0,4.6875,-11,14.7,1,
458,2026-09-02,14:30:22.60383,99.85172,,2812.5,60,,11,27.5,773,61.9607843137255,0,28,15.3,-40,,0,4.6875,0,,,,,,,,,,,,2.48031,143.75,0.9765625,0,0,4.6875,-11,14.7,33,
459,2026-09-02,14:30:22.77566,100.02456,,2812.5,60,,15,22.8125,773,54.5098039215686,0,33,15.1,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,125,1.953125,0,0,4.6875,-11,14.7,17,
460,2026-09-02,14:30:22.90621,100.15488,,2843.75,60,,1,21.5625,773,52.5490196078431,0,39,14.6,-40,,0,4.6875,0,,,,,,,,,,,,2.42172,118.75,2.734375,0,0,4.6875,-11,14.7,21,
461,2026-09-02,14:30:23.14091,100.387,,2843.75,60,,0,20.9375,774,50.1960784313725,0,39,14.1,-40,,0,4.6875,0,,,,,,,,,,,,2.38266,112.5,2.9296875,0,0,4.6875,-11,14.7,11,
462,2026-09-02,14:30:23.36045,100.61467,,2875,60,,0,20.3125,773,48.2352941176471,0,40,14.1,-40,,0,4.6875,0,,,,,,,,,,,,2.44125,112.5,1.953125,0,0,4.6875,-11,14.7,15,
463,2026-09-02,14:30:23.59509,100.8388,,2906.25,60,,0,19.0625,773,46.2745098039216,0,40,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.1483,93.75,1.171875,0,0,4.6875,-11,14.7,0,
464,2026-09-02,14:30:23.82944,101.08327,,2906.25,62,,0,12.8125,773,35.2941176470588,0,44,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.03112,62.5,0.1953125,0,0,4.6875,-11,14.7,6,
